COPY organizacja FROM STDIN DELIMITER ';' NULL 'null';
0;31;UJ
1;30;UE
\.


COPY kategorie FROM STDIN DELIMITER ';' NULL 'null';
0;Sport
1;Literatura
2;Historia
3;Geografia
4;Nauka
5;Muzyka
6;Sztuka
7;Kino
8;Polityk
9;Technologia
10;Inne
\.


COPY miejscowosci FROM STDIN DELIMITER ',' NULL 'null';
0,Inowrocław
1,Olsztyn
2,Chełm
3,Bełchatów
4,Luboń
5,Piła
6,Police
7,Polkowice
8,Jasło
9,Wyszków
10,Rumia
\.


COPY adresy FROM STDIN DELIMITER ',' NULL 'null';
0,6,Chopina,14-033,9,77
1,2,Morska,51-514,39,62
2,4,Handlowa,38-366,36,53
3,8,Rynek,43-755,6,82
4,9,Traugutta,49-686,5,25
5,10,Zaułek,23-948,39,58
6,6,Jana,59-990,1,73
7,6,Wiosenna,42-580,12,83
8,7,Rajska,08-590,12,20
9,5,Zapolskiej,23-509,31,76
10,1,Sosnowa,57-108,28,45
11,0,Spółdzielcza,47-871,12,69
12,10,Armii Krajowej,98-630,19,28
13,5,Kosynierów,84-934,30,63
14,8,Rybacka,42-739,31,35
15,2,Górna,79-419,38,98
16,8,Nałkowskiej,85-922,4,12
17,2,Wierzbowa,68-862,37,84
18,1,Rycerska,18-700,25,53
19,7,Pomorska,45-422,40,56
20,4,Częstochowska,82-479,5,71
21,6,Jana III Sobieskiego,52-326,11,66
\.


COPY pytania FROM STDIN DELIMITER ';' NULL 'null';
10;Elektroniczny alfabet dziecka autorów po naciśnięciu mówi literę, a następnie słowo na tę literę i dźwięk związany z tym słowem. Na przykład Ch - zegar, tykanie, SH - szczeniak, szczekanie. W jednym przypadku dźwięk związany z wypowiadanym słowem jest taki sam jak samo słowo i powtarza się trzykrotnie. Napisz to krótkie słowo.;echo;10
11;Kolizja dwóch samochodów w norweskim miasteczku Bjarkøy, położonym na wyspie w archipelagu Västerålen, od dawna jest omawiana w prasie i nic dziwnego. TAKI samochód i TAKA ciężarówka zderzyły się na TAKIEJ ulicy. Które słowo zastąpiliśmy słowem TAKI?;taki samochód;1
12;dolor aut repudiandae excepturi sequi nisi iure magni quidem nobis sit debitis aliquid reprehenderit eum aspernatur veniam labore nulla vitae mollitia doloremque ipsa eaque odit maiores enim dignissimos suscipit voluptatibus aliquam facere eligendi;dolorem;7
13;laborum provident impedit iure ex iusto odio eum aliquid laudantium nulla quae veritatis tempora possimus sit voluptates repellat modi suscipit nesciunt obcaecati vitae accusantium asperiores ab tenetur voluptate accusamus non quos excepturi hic earum reiciendis praesentium neque repellendus aperiam et;iusto;0
14;in repellat reiciendis officiis quos eligendi officia laboriosam pariatur eaque ipsum dolor voluptas vitae commodi possimus mollitia aperiam adipisci odio quo illum rem provident culpa delectus asperiores labore aspernatur facere tempora cumque cupiditate non doloremque voluptates quis necessitatibus aliquid soluta;ipsam;1
15;natus iure vero voluptatem error temporibus esse doloremque debitis fuga dolor iusto labore cum quod nam illo libero dolorum atque obcaecati vel saepe blanditiis suscipit nostrum ducimus voluptas veniam eveniet alias laborum quasi velit expedita;explicabo;9
16;omnis quos expedita repudiandae dolorum facilis cum illum id corporis non libero nulla repellat quaerat tempore est voluptatum reprehenderit atque quae ipsum rerum voluptatem possimus repellendus molestias eum suscipit rem tempora incidunt fuga aliquam magnam veritatis ullam;sapiente;3
17;enim possimus animi harum hic nam quis ipsa non adipisci exercitationem quasi quidem id corrupti facere inventore culpa amet rem mollitia blanditiis voluptates necessitatibus repellat impedit corporis illo doloremque pariatur delectus iusto libero sequi reiciendis dolore laborum tenetur ab minima consequatur ut repellendus illum;dolorem;7
18;quasi officia dolorum dicta commodi voluptates alias eligendi eaque cumque repellat omnis aut quia cum non perferendis odio repellendus sed distinctio iusto voluptatum rem adipisci eum sint ab hic vel eos quo doloribus;ea;6
19;facere obcaecati labore earum ad dolorum minus ipsam at quasi reiciendis impedit quisquam voluptatum placeat adipisci iste neque aperiam ratione quidem quae et officia animi maxime soluta excepturi consectetur vero;nulla;4
20;animi explicabo praesentium eaque exercitationem nihil commodi minima alias at perspiciatis excepturi natus pariatur doloremque debitis provident eum facere aut culpa aliquid assumenda accusamus fugit ipsum dolorum beatae reprehenderit fugiat illo impedit molestias doloribus deleniti esse dolore nulla fuga sapiente quisquam inventore ipsam nobis quia;aut;8
21;inventore dolore deserunt atque optio officiis nobis aspernatur obcaecati fuga mollitia minus sunt facere rem magni beatae veritatis ducimus error nulla quas eum nisi maiores sed fugiat quae voluptatem vero suscipit;fugiat;7
22;veniam nisi eum vitae nam quas dignissimos libero repellat adipisci quia corrupti blanditiis saepe aliquid ipsum distinctio temporibus odio dicta esse beatae magni assumenda dolore consequuntur ab provident enim animi exercitationem quibusdam molestiae a aspernatur necessitatibus atque eius deserunt dolores nemo consequatur reiciendis at id expedita;incidunt;1
23;odit amet et suscipit impedit dolores labore reprehenderit similique sint molestias adipisci consectetur nesciunt quam corporis iusto libero temporibus placeat quasi veniam error minima sed sapiente explicabo incidunt nisi autem enim perspiciatis aspernatur pariatur delectus ut id sequi eaque quis quod magni;quos;10
24;quos obcaecati enim labore molestias error quo vitae doloribus doloremque ut eius explicabo quisquam autem eligendi minima consectetur quaerat itaque unde vero perferendis temporibus repudiandae sapiente eveniet maiores earum exercitationem illo nobis officiis ipsum omnis;cumque;2
25;dolor earum harum laboriosam perferendis sequi eum vitae suscipit necessitatibus numquam rerum cupiditate sint natus esse praesentium cum quae obcaecati distinctio eveniet enim quo reiciendis architecto alias explicabo dolorum facere eius incidunt repudiandae ab tenetur illo reprehenderit neque officia excepturi;distinctio;10
26;cumque rem explicabo corporis maxime quibusdam et dolore a reprehenderit libero quae ipsam impedit earum vero natus asperiores facere dolorum obcaecati nulla facilis voluptatum reiciendis odio suscipit aliquam possimus saepe mollitia accusamus atque distinctio optio ratione cum quod;earum;4
27;iusto maiores perferendis quod facilis illo error dolores quidem possimus a quia similique in laborum odio ea reprehenderit enim ut ex architecto nesciunt totam eligendi exercitationem porro rerum dolorem nulla itaque tempora doloremque alias placeat fugiat corporis ullam corrupti necessitatibus dicta;iste;4
28;officiis vitae necessitatibus nisi perferendis porro delectus velit ratione et obcaecati corrupti neque dolores recusandae enim ut odio nam aliquid dicta esse minima architecto provident eos possimus corporis cumque voluptatibus quidem ad numquam perspiciatis doloribus cum ullam excepturi laborum eius voluptatem error culpa;cupiditate;1
29;quod quasi magnam fuga sed tempore ut eum veniam fugiat fugit corporis necessitatibus optio minima debitis cumque voluptatem voluptatum laborum quas blanditiis dolor deleniti ex dolorum nisi cupiditate itaque doloribus qui magni odio nulla saepe enim sequi tempora praesentium;quod;1
30;perspiciatis corporis vitae dolorum cupiditate ea molestiae voluptas porro saepe culpa voluptatum consequuntur fugiat obcaecati veritatis blanditiis exercitationem quisquam in eius facilis eligendi officiis nisi quaerat laborum rerum soluta maxime distinctio;consectetur;10
31;libero temporibus sed nisi consectetur modi architecto illum adipisci incidunt omnis ipsa nemo deleniti illo quis quas sunt ipsum sit accusantium minima at delectus velit officia impedit quo ad porro;sequi;3
32;minus aperiam non nesciunt distinctio consectetur recusandae tempore earum alias eaque officiis similique incidunt enim reiciendis repudiandae quas expedita voluptatibus ea odio laudantium mollitia totam eveniet nobis natus ex officia qui;saepe;2
33;ipsa ducimus nam deleniti amet beatae cupiditate distinctio a esse voluptatem cum eius tenetur corporis expedita eum adipisci qui atque possimus molestias doloribus facere harum veritatis iure odio aliquam iste ullam accusamus;repellat;2
34;earum quaerat repellat sequi sit cum ipsum sapiente consequatur saepe iste eius non sed autem expedita dolore quo fugit quibusdam placeat voluptatem pariatur iusto accusamus ab porro nihil quas magnam ipsa maxime veniam fuga assumenda;natus;1
35;qui commodi placeat id nam quae corrupti repudiandae ab a fugit ea quod maxime sunt quas tempore veritatis minima repellat eum deleniti reprehenderit unde mollitia perferendis velit voluptatibus accusantium impedit molestiae culpa voluptatem doloribus amet optio et quis inventore officia vitae;fugiat;10
36;saepe ea maiores repellat enim quae facere eveniet officia ab doloremque cupiditate quod maxime iste voluptatem optio expedita dolorum doloribus corrupti eos laborum consectetur animi dolore ex porro repudiandae illo totam deserunt nobis debitis quaerat error ut accusantium explicabo pariatur non suscipit alias natus tempora accusamus omnis;necessitatibus;6
37;ex delectus vero suscipit quibusdam quam hic recusandae enim consequuntur vitae facilis libero totam fugiat est nostrum id odio eaque earum laboriosam error unde quaerat voluptate voluptas aperiam corrupti ad aut quasi explicabo adipisci qui dolor veritatis dolorum possimus aliquid veniam natus nihil nulla voluptatum placeat asperiores;soluta;4
38;cumque dolorem excepturi incidunt maxime voluptate facilis voluptates autem impedit odio consectetur repellendus voluptatibus dolor eaque corporis commodi error vel unde minus ullam ea porro reprehenderit cum earum voluptatum libero enim possimus reiciendis veniam illo harum aliquam rem accusamus deleniti laboriosam quasi recusandae nisi;fugit;6
39;voluptates sunt officiis omnis beatae quis rerum natus reiciendis delectus accusantium inventore saepe ducimus sequi suscipit cumque libero cupiditate qui enim laboriosam neque illo explicabo a mollitia voluptatibus iusto perspiciatis nesciunt nobis architecto;facilis;4
40;molestias sint fuga veniam beatae excepturi delectus amet debitis quibusdam deleniti provident rem assumenda non dolorum et enim soluta eveniet totam esse dolorem quae iure optio dolore modi repellat nam libero a nulla illum ut dolor fugit praesentium repudiandae ipsum magnam sequi vero corporis;rerum;7
41;similique mollitia temporibus cupiditate sunt quaerat minima cumque laudantium sit sint excepturi eos voluptas non hic odit nostrum eaque provident quasi earum velit quae facilis rerum tempore possimus quia ipsam praesentium a consequuntur molestias aperiam suscipit;dicta;1
42;facere atque voluptate accusantium eum velit saepe esse reprehenderit quasi consequuntur eos illo nihil ea laudantium doloremque libero error enim sed debitis est aliquid natus hic quo nisi odit architecto voluptates harum molestiae corrupti necessitatibus aspernatur laborum tempore consectetur adipisci quas veniam officiis perspiciatis amet vero;incidunt;9
43;inventore voluptas sint eveniet aliquid enim commodi magni temporibus velit qui quos ex ipsum ullam expedita ipsa tenetur harum ut debitis laborum praesentium provident natus quibusdam incidunt quam fuga explicabo laboriosam magnam veniam deserunt repellat atque excepturi impedit dolore nihil dolores facere reprehenderit nemo;blanditiis;3
44;beatae natus a vero temporibus dolore neque ullam culpa soluta nobis quod voluptates impedit ab repudiandae quam facere dolores expedita distinctio nostrum laborum omnis dolorem inventore sed aspernatur perferendis ea incidunt sint tenetur;quibusdam;10
45;neque dolor architecto cum praesentium nobis perferendis voluptatibus vitae illo nemo enim quaerat unde quae quasi a dolorum ipsum beatae ea omnis accusamus tempora fugiat culpa quo eveniet nihil hic earum eum sint debitis ad libero perspiciatis;aspernatur;6
46;illo minima hic dolore eveniet labore delectus quia sed animi sequi aliquid necessitatibus amet beatae voluptatibus alias nulla unde commodi quasi tempora voluptates quas aliquam ullam perferendis porro voluptatem dolorem iste aspernatur quidem inventore ab pariatur;nulla;2
47;asperiores laboriosam adipisci distinctio optio voluptatem impedit tempore fugiat esse architecto porro minima sequi ea sunt aperiam tenetur sapiente ab nam suscipit praesentium molestiae voluptates veritatis possimus excepturi illo dicta mollitia dolore quibusdam quas nemo labore voluptas quos quis officiis accusantium quisquam dolor vitae id;corporis;3
48;perspiciatis libero unde quidem tenetur accusantium ducimus repellendus at praesentium obcaecati corrupti iusto velit dolores atque tempore dolor non aspernatur ullam fugit nostrum ratione dolore dicta amet recusandae magni illo aliquid fugiat autem quo facere illum ea eum quibusdam nemo animi iure optio nam;et;5
49;accusantium dolores delectus quos voluptas sed dicta voluptatum dolorum incidunt pariatur quibusdam iusto aspernatur fugit voluptatem omnis facere minima impedit at iure asperiores exercitationem error unde possimus doloribus corrupti explicabo officiis quaerat ullam distinctio nemo tenetur id laudantium sit rem amet;eaque;2
50;doloribus voluptates soluta sed rerum autem animi sint explicabo at ipsam impedit cupiditate consectetur ratione suscipit libero temporibus officiis quia voluptate molestiae inventore totam distinctio cumque iusto quisquam deleniti aperiam maxime illum itaque ullam ea vel dolores delectus recusandae obcaecati natus nihil dignissimos eum minus eos facilis sequi;pariatur;8
51;quaerat odio eveniet cupiditate neque aliquam delectus iusto ea architecto voluptatum molestiae dicta corporis eius doloremque voluptate atque incidunt est aliquid dolor dolore ut modi beatae explicabo nihil porro impedit expedita minus illum recusandae amet eligendi rem veniam similique molestias nam exercitationem harum reprehenderit distinctio;provident;6
52;id quae molestiae vero dolorum atque voluptatibus aliquid optio adipisci nostrum voluptates sed quibusdam dolor rerum blanditiis est repudiandae quidem harum labore aperiam praesentium repellat quaerat nemo officia nulla tempore veniam explicabo;libero;3
53;magni nesciunt autem quos eos molestiae nemo temporibus quasi ullam beatae ut animi magnam velit doloremque cum hic vero veritatis optio earum non maxime voluptas eum delectus quisquam debitis repellendus est id voluptate at eveniet unde dolorem soluta et commodi repudiandae asperiores provident ipsum cupiditate rerum a;maiores;0
54;nemo doloremque voluptate quisquam aliquid minus nihil doloribus cumque asperiores eos quidem officiis laboriosam quaerat maxime exercitationem perferendis fuga earum reprehenderit culpa quam dolores sed delectus beatae dignissimos eum accusantium fugiat neque quis rerum maiores quia tenetur error perspiciatis eligendi alias iusto officia;earum;4
55;sunt voluptate voluptatum repudiandae nostrum voluptas voluptatibus doloremque tempora blanditiis qui velit saepe maxime repellat quaerat debitis necessitatibus fuga maiores architecto consequuntur suscipit quidem soluta a laborum sed sint odit;ratione;2
56;aspernatur officia numquam sed ex expedita facilis eum vitae at dolores alias voluptates voluptas odio voluptate impedit reiciendis reprehenderit facere quaerat officiis veniam non consequuntur necessitatibus aliquid perferendis asperiores deserunt itaque explicabo qui aperiam nemo suscipit sint dolorem minima optio illo illum accusamus saepe ut odit nobis maiores beatae recusandae;numquam;0
57;quidem eos impedit ratione sunt totam commodi alias doloribus quia omnis perspiciatis error nesciunt suscipit quaerat fuga numquam maiores facilis asperiores saepe culpa aut veniam aliquam deserunt est reprehenderit animi modi provident unde dicta explicabo dolorum quasi eaque;unde;0
58;tempore eligendi magni quia nemo quos exercitationem quae dignissimos accusamus et officiis reprehenderit consequuntur minima vel ullam non suscipit necessitatibus ut quidem pariatur aliquid dicta laudantium architecto atque itaque quasi maxime cumque commodi voluptatum sit provident dolor modi a dolores;fuga;2
59;aliquam iusto natus voluptate mollitia sint ea deleniti sit magni vero ipsa unde error neque atque voluptatum ad voluptates velit dignissimos autem corporis accusamus nesciunt alias esse consectetur numquam accusantium quasi cupiditate perspiciatis voluptatem illum aspernatur;iste;3
60;dicta repellat rem explicabo commodi quisquam quasi harum vel quam consectetur nihil velit hic illo voluptatum at officiis dolorem necessitatibus veniam consequuntur aperiam reprehenderit iure ratione tempore id eveniet facilis eligendi in illum architecto suscipit consequatur voluptate porro nam unde amet dolores et nulla voluptas molestiae laborum itaque fuga;corporis;2
61;harum voluptatibus laborum veritatis labore porro repudiandae magnam provident suscipit deserunt ipsa voluptates officiis beatae blanditiis eaque enim reprehenderit voluptate magni voluptas quas dicta tenetur vitae cum nihil totam doloribus unde iusto laudantium autem delectus voluptatum molestiae iure tempore fuga quia doloremque officia velit;suscipit;7
62;saepe illum sunt assumenda ex nobis repellendus earum ipsa consequatur rem praesentium reiciendis tempora molestias sint dolorum libero dicta hic maxime debitis quibusdam nesciunt perspiciatis autem harum quos ut odio iste quaerat pariatur dolorem velit recusandae quo quis cumque explicabo ipsum animi laudantium;eum;3
63;ad magni ab delectus vitae excepturi veritatis quaerat sapiente exercitationem repudiandae deserunt blanditiis perspiciatis eligendi et aspernatur expedita in reprehenderit cum quo voluptatibus adipisci autem voluptas quae optio iure vel repellendus asperiores officiis non rerum aut sit impedit velit amet hic;ipsam;10
64;ab distinctio suscipit vel dolorem architecto perferendis aspernatur accusantium facilis odio optio porro error nihil ex sint voluptas nisi sed similique sit eius facere est numquam possimus fugiat magni dolore iste at odit aut nesciunt molestiae beatae maxime dicta officiis accusamus voluptate cum reiciendis libero;ad;4
65;id suscipit similique pariatur aperiam sunt inventore vel dolore asperiores totam veniam aliquam adipisci necessitatibus sit eveniet doloribus error modi ipsa cupiditate perferendis reprehenderit quisquam rerum molestiae ad eum dolorem tempore cum dignissimos veritatis ullam aut expedita porro corrupti dolor ipsum qui sed omnis voluptas;optio;7
66;esse porro modi tempore aperiam eveniet debitis assumenda sed pariatur fugit quas obcaecati odio distinctio rerum harum sit vitae cupiditate illo nihil maiores officiis recusandae delectus maxime perferendis dolorum dolore provident qui neque;quis;2
67;totam ipsa facilis dolores adipisci inventore nulla quae illum esse veniam distinctio sapiente possimus odit repudiandae soluta dignissimos dicta doloremque perferendis laudantium unde quod voluptatibus fuga fugiat in dolore excepturi corrupti maxime harum quas quam similique iusto recusandae autem quia consectetur deleniti eius eos repellendus;veniam;7
68;ipsa eum adipisci numquam dolorem quas repellendus odit temporibus sed asperiores sint provident accusantium praesentium et repellat fugit iste debitis ex sunt nemo ad molestiae inventore commodi vel ipsum sapiente laudantium earum aliquam facilis distinctio nihil quod voluptate cum;rem;9
69;ipsa quia commodi sit magnam nesciunt animi molestiae accusamus aperiam vero quas nemo eius repellat soluta velit quidem officia eos voluptatem dolorum blanditiis quam voluptas facere illo reprehenderit ab repellendus tempore recusandae consectetur sapiente culpa minus aut perspiciatis;cupiditate;2
70;necessitatibus beatae rem ullam delectus reiciendis iusto vitae voluptatum fugiat harum similique quod quasi nam iure numquam ab sequi culpa optio assumenda nobis dolores facilis voluptatibus eius explicabo maiores magnam nemo dolorum aut saepe labore ipsa possimus asperiores sit ad perspiciatis cupiditate unde eos quia consequatur;laudantium;9
71;eaque ullam quae accusamus est laboriosam iure quidem quia fugiat maiores debitis iste natus enim quaerat explicabo dolor placeat nobis mollitia quo dolorem beatae numquam architecto cum repellat dolorum asperiores quos voluptatum aliquam quas ipsam id eum earum illo praesentium ducimus excepturi libero sint exercitationem inventore;esse;4
72;provident qui tempore aspernatur quam eum sit iusto odit amet id soluta dolore quo natus cum eos harum maxime non vitae sed porro animi perspiciatis ipsum pariatur quisquam esse exercitationem quod incidunt maiores atque ipsa totam deserunt dignissimos dolor in quidem ut nisi dolores dolorum;rem;5
73;consequatur animi atque repellat laborum vel tenetur cum architecto accusamus asperiores enim sunt dolor possimus officiis aliquam facilis temporibus maiores quam repudiandae culpa itaque quae sequi corporis ad debitis suscipit qui harum eius vitae nihil quas similique sint molestias aspernatur;architecto;5
74;in numquam earum tempore debitis assumenda vitae blanditiis beatae explicabo amet repellendus quis ratione doloremque minus repellat eos obcaecati sit incidunt perferendis autem distinctio officia suscipit harum aspernatur sed inventore provident quo perspiciatis aliquid commodi dicta excepturi fugit impedit;illum;0
75;debitis doloremque beatae numquam repellendus consequuntur et assumenda tempore velit sequi nemo ipsam aliquam dicta minus minima excepturi cum voluptatem corporis soluta veniam pariatur esse odio harum magnam rerum inventore vitae eaque quae;mollitia;4
76;aliquam tempora unde dolorum consequuntur repudiandae nemo voluptatibus tempore doloremque alias ab dicta pariatur accusantium minus magnam consectetur et beatae nostrum maxime cum officiis incidunt minima facilis magni repellendus inventore debitis error dolores quidem fuga aliquid nesciunt odit;numquam;3
77;qui nesciunt ducimus possimus corrupti id odit hic voluptatibus sunt quis facere quam vero amet eos natus doloremque eveniet iste temporibus quo labore quas recusandae iure quaerat consectetur neque aliquid explicabo vel officiis consequuntur sint ut aspernatur eaque distinctio tenetur molestiae dolorem dolorum itaque nulla suscipit quibusdam;quod;1
78;quasi quae rerum assumenda consequuntur odit molestias debitis sint nostrum eligendi officia quaerat a vel veniam necessitatibus est corporis sunt sapiente voluptatem illum nemo earum reiciendis quibusdam accusamus esse quia aspernatur totam amet mollitia pariatur obcaecati eaque repudiandae molestiae eos libero commodi suscipit possimus;quam;9
79;praesentium ducimus ea repudiandae voluptates laboriosam quod maiores earum eligendi quam odit quisquam atque nemo enim sapiente doloribus consequuntur porro fugit quasi recusandae modi hic facilis tempore explicabo eveniet vero sint placeat eos iusto sit dolor id et beatae sequi officiis labore voluptatibus nesciunt quo veritatis;quaerat;6
80;dicta officia nam harum id cupiditate debitis porro facere laudantium quae eligendi vitae quos facilis totam sed minima laboriosam maxime ratione quaerat consequuntur repellendus consectetur ullam possimus fugiat qui odit voluptate velit eum placeat ab excepturi ipsa perspiciatis dolore a necessitatibus;voluptates;6
81;ipsa quisquam repudiandae maxime nostrum numquam corporis amet nobis vero aperiam eius quas tenetur tempora blanditiis velit error delectus nulla accusantium enim corrupti cupiditate hic earum obcaecati asperiores quia illum dolor harum vel rerum impedit dignissimos esse quasi necessitatibus provident laudantium fuga explicabo atque;numquam;3
82;rem eaque quidem veniam necessitatibus a quaerat aut explicabo sunt modi commodi soluta eligendi amet unde dolor ipsa facere quibusdam natus aliquam ad iste repellat animi libero beatae harum asperiores veritatis itaque maxime sit fugit adipisci obcaecati delectus nemo accusantium enim laborum minus vero;nihil;6
83;veritatis autem nam molestias neque tenetur sequi animi veniam vero placeat blanditiis excepturi provident voluptas delectus vel maxime earum doloremque iure dicta odit nobis mollitia dolor alias at porro sunt repellat expedita dignissimos cum sint minus laborum assumenda atque molestiae hic accusamus dolorem;molestiae;9
84;quas veniam enim laborum quaerat dicta libero aut nisi tempore odit neque inventore repellat ullam iure ex velit dolorum culpa illo magni facere eum accusamus dignissimos veritatis saepe assumenda eligendi amet repellendus labore ipsum praesentium repudiandae iste minus suscipit nam modi at ducimus possimus maxime dolorem voluptates;dolorem;7
85;perferendis temporibus doloribus culpa quibusdam impedit commodi quas ullam modi corrupti quam tenetur minima est tempore veritatis debitis quos ipsam quia illo corporis perspiciatis doloremque enim aperiam eos consectetur reprehenderit optio ea explicabo quaerat laborum autem id quod excepturi earum voluptates velit;reiciendis;9
86;beatae accusamus quia necessitatibus dolorem excepturi reiciendis voluptas magni dolor doloribus voluptatum fuga facere nihil eaque laboriosam modi id aliquam nam ab repudiandae saepe esse magnam optio aspernatur ex omnis et fugiat amet odio;sapiente;3
87;consequuntur voluptatem quo animi cumque explicabo blanditiis cum nam voluptatum natus aspernatur velit cupiditate quibusdam omnis repudiandae culpa dolorem hic aperiam esse doloribus delectus beatae aliquam unde pariatur non tempora voluptatibus porro molestias adipisci laborum accusantium consectetur similique sequi doloremque dolore;ut;6
88;porro voluptates nemo blanditiis nostrum sequi corrupti illo voluptatem maiores saepe laudantium obcaecati amet ratione nesciunt fugit distinctio eaque quasi minima dolore numquam tenetur id nisi nam incidunt veniam suscipit est delectus natus aut dolorum itaque soluta perferendis sit ducimus quia reprehenderit iusto beatae;placeat;6
89;praesentium amet impedit et necessitatibus exercitationem labore corporis iure in saepe fugiat omnis officia sed tempore commodi maiores odio distinctio nostrum similique tenetur eaque doloribus delectus est debitis esse voluptatum ipsum quasi quas inventore dolore dicta totam mollitia quos quam quibusdam;atque;4
90;maiores nostrum sequi culpa laudantium corrupti dignissimos corporis deleniti minus laborum sint autem quidem labore delectus omnis beatae quaerat ab at porro repudiandae animi amet accusantium molestias harum voluptatibus rem numquam doloremque perspiciatis laboriosam ratione eius repellendus similique;quasi;1
91;eaque voluptates quae maxime voluptatibus aperiam quo ex quibusdam ipsa vero error minus nisi ipsum consequatur rerum animi cupiditate exercitationem quod eos quis enim soluta rem a nemo odio in alias libero amet voluptas fugit reiciendis tempora neque dolore iusto accusamus praesentium quam quisquam;quidem;3
92;mollitia quaerat voluptas quae fugit odit excepturi soluta voluptatibus magni est nam assumenda nostrum ut officia minus nisi pariatur voluptatem minima repellat quis iure dolorem in maxime quos inventore hic possimus labore eos fuga temporibus eum explicabo maiores modi et commodi natus sapiente laudantium quo cupiditate;iusto;7
